Aaa Author-abbrv;Title-abbrv;shortauthor;origtitle;shorthand;bibtexkey;author;maintitle;title;origlanguage;year;number;volume;translator;editor;entry;
Hier.;On.;Hieronymos;Onomastikon;Hier. On.;Hier_On;;;;;;;;;;@Book{Hier_On,author ={}, title ={Onomastikon}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Onomastikon}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Hier. On.}, shortauthor = {Hieronymos}, keywords = {ancient}, options = {antik},};@Book{Hier_On,author ={},  origtitle = {Onomastikon }, shorthand = {Hier. On.}, shortauthor = {Hieronymos}, keywords = {ancient}, options = {antik},}
Hier.;vir. ill.;Hieronymos;de viris illustribus;Hier. vir. ill.;Hier_vir_ill;;;;;;;;;;@Book{Hier_vir_ill,author ={}, title ={de viris illustribus}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de viris illustribus}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Hier. vir. ill.}, shortauthor = {Hieronymos}, keywords = {ancient}, options = {antik},};@Book{Hier_vir_ill,author ={},  origtitle = {de viris illustribus }, shorthand = {Hier. vir. ill.}, shortauthor = {Hieronymos}, keywords = {ancient}, options = {antik},}
Hippokr.;;Hippokrates;;Hippokr.;Hippokr;;;;;;;;;;@Book{Hippokr,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Hippokr.}, shortauthor = {Hippokrates}, keywords = {ancient}, options = {antik},};@Book{Hippokr,author ={},  origtitle = { }, shorthand = {Hippokr.}, shortauthor = {Hippokrates}, keywords = {ancient}, options = {antik},}
HL;;Hohelied;;H.;H;;;;;;;;;;@Book{H,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {H.}, shortauthor = {Hohelied}, keywords = {ancient}, options = {antik},};@Book{H,author ={},  origtitle = { }, shorthand = {H.}, shortauthor = {Hohelied}, keywords = {ancient}, options = {antik},}
Hom.;h.;Homer;Hymni Homeri;Hom. h.;Hom_h;Homeros;;;;;;;;;@Book{Hom_h,author ={Homeros}, title ={Hymni Homeri}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Hymni Homeri}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Hom. h.}, shortauthor = {Homer}, keywords = {ancient}, options = {antik},};@Book{Hom_h,author ={Homeros},  origtitle = {Hymni Homeri }, shorthand = {Hom. h.}, shortauthor = {Homer}, keywords = {ancient}, options = {antik},}
Hom.;Il.;Homer;Ilias;Hom. Il.;Hom_Il;Homeros;;;;;;;;;@Book{Hom_Il,author ={Homeros}, title ={Ilias}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Ilias}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Hom. Il.}, shortauthor = {Homer}, keywords = {ancient}, options = {antik},};@Book{Hom_Il,author ={Homeros},  origtitle = {Ilias }, shorthand = {Hom. Il.}, shortauthor = {Homer}, keywords = {ancient}, options = {antik},}
Hom.;Od.;Homer;Odyssee;Hom. Od.;Hom_Od;Homeros;;;;;;;;;@Book{Hom_Od,author ={Homeros}, title ={Odyssee}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Odyssee}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Hom. Od.}, shortauthor = {Homer}, keywords = {ancient}, options = {antik},};@Book{Hom_Od,author ={Homeros},  origtitle = {Odyssee }, shorthand = {Hom. Od.}, shortauthor = {Homer}, keywords = {ancient}, options = {antik},}
Hor.;ars;Horaz;ars poetica;Hor. ars;Hor_ars;Horatius Flaccus, Quintus;;;;;;;;;@Book{Hor_ars,author ={Horatius Flaccus, Quintus}, title ={ars poetica}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {ars poetica}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Hor. ars}, shortauthor = {Horaz}, keywords = {ancient}, options = {antik},};@Book{Hor_ars,author ={Horatius Flaccus, Quintus},  origtitle = {ars poetica }, shorthand = {Hor. ars}, shortauthor = {Horaz}, keywords = {ancient}, options = {antik},}
Hor.;carm.;Horaz;carmina;Hor. carm.;Hor_carm;Horatius Flaccus, Quintus;;;;;;;;;@Book{Hor_carm,author ={Horatius Flaccus, Quintus}, title ={carmina}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {carmina}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Hor. carm.}, shortauthor = {Horaz}, keywords = {ancient}, options = {antik},};@Book{Hor_carm,author ={Horatius Flaccus, Quintus},  origtitle = {carmina }, shorthand = {Hor. carm.}, shortauthor = {Horaz}, keywords = {ancient}, options = {antik},}
Hor.;carm. saec.;Horaz;carmen saeculare;Hor. carm. saec.;Hor_carm_saec;Horatius Flaccus, Quintus;;;;;;;;;@Book{Hor_carm_saec,author ={Horatius Flaccus, Quintus}, title ={carmen saeculare}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {carmen saeculare}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Hor. carm. saec.}, shortauthor = {Horaz}, keywords = {ancient}, options = {antik},};@Book{Hor_carm_saec,author ={Horatius Flaccus, Quintus},  origtitle = {carmen saeculare }, shorthand = {Hor. carm. saec.}, shortauthor = {Horaz}, keywords = {ancient}, options = {antik},}
Hor.;epist.;Horaz;epistulae;Hor. epist.;Hor_epist;Horatius Flaccus, Quintus;;;;;;;;;@Book{Hor_epist,author ={Horatius Flaccus, Quintus}, title ={epistulae}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {epistulae}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Hor. epist.}, shortauthor = {Horaz}, keywords = {ancient}, options = {antik},};@Book{Hor_epist,author ={Horatius Flaccus, Quintus},  origtitle = {epistulae }, shorthand = {Hor. epist.}, shortauthor = {Horaz}, keywords = {ancient}, options = {antik},}
Hor.;epod.;Horaz;epodi;Hor. epod.;Hor_epod;Horatius Flaccus, Quintus;;;;;;;;;@Book{Hor_epod,author ={Horatius Flaccus, Quintus}, title ={epodi}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {epodi}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Hor. epod.}, shortauthor = {Horaz}, keywords = {ancient}, options = {antik},};@Book{Hor_epod,author ={Horatius Flaccus, Quintus},  origtitle = {epodi }, shorthand = {Hor. epod.}, shortauthor = {Horaz}, keywords = {ancient}, options = {antik},}
Hor.;sat.;Horaz;saturae (sermones);Hor. sat.;Hor_sat;Horatius Flaccus, Quintus;;;;;;;;;@Book{Hor_sat,author ={Horatius Flaccus, Quintus}, title ={saturae (sermones)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {saturae (sermones)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Hor. sat.}, shortauthor = {Horaz}, keywords = {ancient}, options = {antik},};@Book{Hor_sat,author ={Horatius Flaccus, Quintus},  origtitle = {saturae (sermones) }, shorthand = {Hor. sat.}, shortauthor = {Horaz}, keywords = {ancient}, options = {antik},}
Hyg.;astr.;Hygin;astronomica;Hyg. astr.;Hyg_astr;;;;;;;;;;@Book{Hyg_astr,author ={}, title ={astronomica}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {astronomica}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Hyg. astr.}, shortauthor = {Hygin}, keywords = {ancient}, options = {antik},};@Book{Hyg_astr,author ={},  origtitle = {astronomica }, shorthand = {Hyg. astr.}, shortauthor = {Hygin}, keywords = {ancient}, options = {antik},}
Hyg.;fab.;Hygin;fabulae;Hyg. fab.;Hyg_fab;;;;;;;;;;@Book{Hyg_fab,author ={}, title ={fabulae}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {fabulae}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Hyg. fab.}, shortauthor = {Hygin}, keywords = {ancient}, options = {antik},};@Book{Hyg_fab,author ={},  origtitle = {fabulae }, shorthand = {Hyg. fab.}, shortauthor = {Hygin}, keywords = {ancient}, options = {antik},}
Iambl.;de myst.;Iamblichos;de mysteriis;Iambl. de myst.;Iambl_de_myst;;;;;;;;;;@Book{Iambl_de_myst,author ={}, title ={de mysteriis}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de mysteriis}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Iambl. de myst.}, shortauthor = {Iamblichos}, keywords = {ancient}, options = {antik},};@Book{Iambl_de_myst,author ={},  origtitle = {de mysteriis }, shorthand = {Iambl. de myst.}, shortauthor = {Iamblichos}, keywords = {ancient}, options = {antik},}
Iambl.;protr.;Iamblichos;protrepticus in philosophiam;Iambl. protr.;Iambl_protr;;;;;;;;;;@Book{Iambl_protr,author ={}, title ={protrepticus in philosophiam}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {protrepticus in philosophiam}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Iambl. protr.}, shortauthor = {Iamblichos}, keywords = {ancient}, options = {antik},};@Book{Iambl_protr,author ={},  origtitle = {protrepticus in philosophiam }, shorthand = {Iambl. protr.}, shortauthor = {Iamblichos}, keywords = {ancient}, options = {antik},}
Iambl.;v. P.;Iamblichos;de vita Pythagorica;Iambl. v. P.;Iambl_v_P;;;;;;;;;;@Book{Iambl_v_P,author ={}, title ={de vita Pythagorica}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de vita Pythagorica}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Iambl. v. P.}, shortauthor = {Iamblichos}, keywords = {ancient}, options = {antik},};@Book{Iambl_v_P,author ={},  origtitle = {de vita Pythagorica }, shorthand = {Iambl. v. P.}, shortauthor = {Iamblichos}, keywords = {ancient}, options = {antik},}
Ios.;Ant. Iud.;Iosephos (Flavius Iosephus);antiquitates Iudaicae;Ios. Ant. Iud.;Ios_Ant_Iud;Flavius Josephus;;;;;;;;;@Book{Ios_Ant_Iud,author ={Flavius Josephus}, title ={antiquitates Iudaicae}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {antiquitates Iudaicae}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Ios. Ant. Iud.}, shortauthor = {Iosephos (Flavius Iosephus)}, keywords = {ancient}, options = {antik},};@Book{Ios_Ant_Iud,author ={Flavius Josephus},  origtitle = {antiquitates Iudaicae }, shorthand = {Ios. Ant. Iud.}, shortauthor = {Iosephos (Flavius Iosephus)}, keywords = {ancient}, options = {antik},}
Ios.;Bell. Iud.;Iosephos (Flavius Iosephus);bellum Iudaicum;Ios. Bell. Iud.;Ios_Bell_Iud;Flavius Josephus;;;;;;;;;@Book{Ios_Bell_Iud,author ={Flavius Josephus}, title ={bellum Iudaicum}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {bellum Iudaicum}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Ios. Bell. Iud.}, shortauthor = {Iosephos (Flavius Iosephus)}, keywords = {ancient}, options = {antik},};@Book{Ios_Bell_Iud,author ={Flavius Josephus},  origtitle = {bellum Iudaicum }, shorthand = {Ios. Bell. Iud.}, shortauthor = {Iosephos (Flavius Iosephus)}, keywords = {ancient}, options = {antik},}
Ios.;c. Ap.;Iosephos (Flavius Iosephus);contra Apionem;Ios. c. Ap.;Ios_c_Ap;Flavius Josephus;;;;;;;;;@Book{Ios_c_Ap,author ={Flavius Josephus}, title ={contra Apionem}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {contra Apionem}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Ios. c. Ap.}, shortauthor = {Iosephos (Flavius Iosephus)}, keywords = {ancient}, options = {antik},};@Book{Ios_c_Ap,author ={Flavius Josephus},  origtitle = {contra Apionem }, shorthand = {Ios. c. Ap.}, shortauthor = {Iosephos (Flavius Iosephus)}, keywords = {ancient}, options = {antik},}
Ios.;vita;Iosephos (Flavius Iosephus);de sua vita;Ios. vita;Ios_vita;Flavius Josephus;;;;;;;;;@Book{Ios_vita,author ={Flavius Josephus}, title ={de sua vita}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de sua vita}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Ios. vita}, shortauthor = {Iosephos (Flavius Iosephus)}, keywords = {ancient}, options = {antik},};@Book{Ios_vita,author ={Flavius Josephus},  origtitle = {de sua vita }, shorthand = {Ios. vita}, shortauthor = {Iosephos (Flavius Iosephus)}, keywords = {ancient}, options = {antik},}
Isid.;nat.;Isidorus von Sevilla;de natura rerum;Isid. nat.;Isid_nat;;;;;;;;;;@Book{Isid_nat,author ={}, title ={de natura rerum}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de natura rerum}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Isid. nat.}, shortauthor = {Isidorus von Sevilla}, keywords = {ancient}, options = {antik},};@Book{Isid_nat,author ={},  origtitle = {de natura rerum }, shorthand = {Isid. nat.}, shortauthor = {Isidorus von Sevilla}, keywords = {ancient}, options = {antik},}
Isid.;orig.;Isidorus von Sevilla;origines (etymologiae);Isid. orig.;Isid_orig;;;;;;;;;;@Book{Isid_orig,author ={}, title ={origines (etymologiae)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {origines (etymologiae)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Isid. orig.}, shortauthor = {Isidorus von Sevilla}, keywords = {ancient}, options = {antik},};@Book{Isid_orig,author ={},  origtitle = {origines (etymologiae) }, shorthand = {Isid. orig.}, shortauthor = {Isidorus von Sevilla}, keywords = {ancient}, options = {antik},}
Isokr. ;or.;Isokrates;orationes;Isokr. or.;Isokr_or;;;;;;;;;;@Book{Isokr_or,author ={}, title ={orationes}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {orationes}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Isokr. or.}, shortauthor = {Isokrates}, keywords = {ancient}, options = {antik},};@Book{Isokr_or,author ={},  origtitle = {orationes }, shorthand = {Isokr. or.}, shortauthor = {Isokrates}, keywords = {ancient}, options = {antik},}
Iul.;epist.;Iulianos;epistulae;Iul. epist.;Iul_epist;;;;;;;;;;@Book{Iul_epist,author ={}, title ={epistulae}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {epistulae}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Iul. epist.}, shortauthor = {Iulianos}, keywords = {ancient}, options = {antik},};@Book{Iul_epist,author ={},  origtitle = {epistulae }, shorthand = {Iul. epist.}, shortauthor = {Iulianos}, keywords = {ancient}, options = {antik},}
Iul.;in Gal.;Iulianos;in Galilaeos;Iul. in Gal.;Iul_in_Gal;;;;;;;;;;@Book{Iul_in_Gal,author ={}, title ={in Galilaeos}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {in Galilaeos}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Iul. in Gal.}, shortauthor = {Iulianos}, keywords = {ancient}, options = {antik},};@Book{Iul_in_Gal,author ={},  origtitle = {in Galilaeos }, shorthand = {Iul. in Gal.}, shortauthor = {Iulianos}, keywords = {ancient}, options = {antik},}
Iul.;mis.;Iulianos;Misopogon;Iul. mis.;Iul_mis;;;;;;;;;;@Book{Iul_mis,author ={}, title ={Misopogon}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Misopogon}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Iul. mis.}, shortauthor = {Iulianos}, keywords = {ancient}, options = {antik},};@Book{Iul_mis,author ={},  origtitle = {Misopogon }, shorthand = {Iul. mis.}, shortauthor = {Iulianos}, keywords = {ancient}, options = {antik},}
Iul.;or.;Iulianos;orationes;Iul. or.;Iul_or;;;;;;;;;;@Book{Iul_or,author ={}, title ={orationes}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {orationes}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Iul. or.}, shortauthor = {Iulianos}, keywords = {ancient}, options = {antik},};@Book{Iul_or,author ={},  origtitle = {orationes }, shorthand = {Iul. or.}, shortauthor = {Iulianos}, keywords = {ancient}, options = {antik},}
Iul.;symp.;Iulianos;symposion;Iul. symp.;Iul_symp;;;;;;;;;;@Book{Iul_symp,author ={}, title ={symposion}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {symposion}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Iul. symp.}, shortauthor = {Iulianos}, keywords = {ancient}, options = {antik},};@Book{Iul_symp,author ={},  origtitle = {symposion }, shorthand = {Iul. symp.}, shortauthor = {Iulianos}, keywords = {ancient}, options = {antik},}
Iul. Vict.;Rhet.;C. Iulius Victor;ars rhetorica;Iul. Vict. Rhet.;Iul_Vict_Rhet;;;;;;;;;;@Book{Iul_Vict_Rhet,author ={}, title ={ars rhetorica}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {ars rhetorica}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Iul. Vict. Rhet.}, shortauthor = {C. Iulius Victor}, keywords = {ancient}, options = {antik},};@Book{Iul_Vict_Rhet,author ={},  origtitle = {ars rhetorica }, shorthand = {Iul. Vict. Rhet.}, shortauthor = {C. Iulius Victor}, keywords = {ancient}, options = {antik},}
